PN BRC,Fornitore,Descrizione,Misura,Serial Number,Tipo Prodotto,Quantità,tipologia,Stato,Ubicazione,Prelievo,Controllo Gen/26,,TIPOLOGIA,FORMA,DIAMETRO,RAGGIO,LUNGHEZZA
,UOP,ALESATORE D8 X95,D8,32105,ALESATORE,1,METALLO DURO,USATO,BELOTTIC4,,TRUE,,,,,,
,UOP,ALESATORE D10 H7,D10,6245827,ALESATORE,1,METALLO DURO,USATO,BELOTTIC4,,TRUE,,,,,,
,UOP,ALESATORE D11 X85,D11,321005,ALESATORE,1,METALLO DURO,USATO,BELOTTIC4,,TRUE,,,,,,
,KOMET,ALESATORE D9 H7,D9,9.00.H7.DIN8093,ALESATORE,1,METALLO DURO,USATO,BELOTTIC4,,TRUE,,,,,,
BRCL000402343601,UOP,ALESATORE D6 X85,D6,32105,ALESATORE,5,METALLO DURO,USATO,BELOTTIC4,,TRUE,,,,,,
,,ALESATORE CUSTOM,D9.6,,ALESATORE,1,METALLO DURO,USATO,BELOTTIC4,,TRUE,,,,,,
,ILIX,ALESATORE D6.35,D6.35,ILIX 6326C,ALESATORE,1,METALLO DURO,USATO,BELOTTIC4,,TRUE,,,,,,
,OMAL,ALESATORE D6 H7,D6,740006,ALESATORE,1,METALLO DURO,USATO,BELOTTIC4,,TRUE,,,,,,
,STOCK,ALESATORE D7 H7,D7,DIN 212-3-RN,ALESATORE,1,METALLO DURO,USATO,BELOTTIC4,,TRUE,,,,,,
,,ALESATORE CUSTOM D14,D14,,ALESATORE,1,METALLO DURO,USATO,BELOTTIC4,,TRUE,,,,,,
,,ALESATORE CUSTOM D10,D10,,ALESATORE,1,METALLO DURO,USATO,BELOTTIC4,,TRUE,,,,,,
,ILIX,ALESATORE D11.93,D11.93,DIN 8093,ALESATORE,1,METALLO DURO,USATO,BELOTTIC4,,TRUE,,,,,,
,OMAL ,SMUSSATORE D31/90,D31,40H008,SMUSSATORE,1,METALLO DURO,USATO,BELOTTIC4,,TRUE,,,,,,
,,ALESATORE CUSTOM D17,D17,,ALESATORE,1,METALLO DURO,USATO,BELOTTIC4,,TRUE,,,,,,
,DORMER,ALESATORE D10 H7,D10,,ALESATORE,1,METALLO DURO,USATO,BELOTTIC4,,TRUE,,,,,,
,,MASCHIO M8,M8,T200 EG M8 HSSE,MASCHIO,3,EG,USATO,BELOTTIC5,,TRUE,,,,,,
,BURZONI,MASCHIO M8 H6 ,M8,T100 M6 6H HSSE,MASCHIO,1,STANDARD,USATO,BELOTTIC5,,TRUE,,,,,,
,HOFFMAN,MASCHIO M8 X 1 ,M8, 137 150 HSS/E,MASCHIO,1,STANDARD,USATO,BELOTTIC5,,TRUE,,,,,,
,RAFF,OSG MASCHIO M7 6HX,M7,48139158,MASCHIO,2,STANDARD,USATO,BELOTTIC5,,TRUE,,,,,,
,BURZONI,MASCHIO M7 6H HSSE,M7,T300R M7 6H HSSE,MASCHIO,2,STANDARD,USATO,BELOTTIC5,,TRUE,,,,,,
,RAFF,OSG MASCHIO MJ6 IOS1/4-4H,1/4,48006155 5485,MASCHIO,1,AMERICANO,USATO,BELOTTIC5,,TRUE,,,,,,
,RAFF,OSG MASCHIO M6 ,M6,48044155 0664,MASCHIO,2,STANDARD,USATO,BELOTTIC5,,TRUE,,,,,,
,BURZONI,MASCHIO M6 6H HSSE,M6,T200 M6 6H HSSE,MASCHIO,1,STANDARD,USATO,BELOTTIC5,,TRUE,,,,,,
,BURZONI,MASCHIO EG M6 HSSE,M6,T200 EG M6 HSSE,MASCHIO,2,EG,USATO,BELOTTIC5,,TRUE,,,,,,
,BURZONI,"MASCHIO M6.5 X 0,75 HSSE",M6.5,T320 M6.5X0.75 HSSE,MASCHIO,1,STANDARD,USATO,BELOTTIC5,,TRUE,,,,,,
,BURZONI,MASCHIO M6 6H HSSE,M6,T700 M6 6H HSSE,MASCHIO,1,STANDARD,USATO,BELOTTIC5,,TRUE,,,,,,
,,MASCIO x HELICOIL 10/32 UNF, 10/32,910/17,MASCHIO,1,AMERICANO,USATO,BELOTTIC5,,TRUE,,,,,,
,BURZONI,MASCHIO M5 6H HSSE,M5,T200 M5 6H HSSE,MASCHIO,1,STANDARD,USATO,BELOTTIC5,,TRUE,,,,,,
,DORMER,MASCHIO M5 6H HSSE,M5,,MASCHIO,1,STANDARD,USATO,BELOTTIC5,,TRUE,,,,,,
,CERATIZIT,OSG MASCHIO 10-32 UNF 20X HSSE,10/32,48139467,MASCHIO,1,AMERICANO,USATO,BELOTTIC5,,TRUE,,,,,,
,BURZONI,MASCHIO EG M4 HSSE,M4,T200 EG M4 HSSE,MASCHIO,4,EG,USATO,BELOTTIC5,,TRUE,,,,,,
,FIMU,MASCHIO M4 6H PM HSSE,M4,15940016,MASCHIO,1,STANDARD,USATO,BELOTTIC5,,TRUE,,,,,,
,RECOIL,MASCHIO 10-32 UNF H1,10/32,44605,MASCHIO,1,AMERICANO,USATO,BELOTTIC5,,TRUE,,,,,,
,GUH,MASCHIO M4 6HX PM HSSE,M4,67239,MASCHIO,1,STANDARD,USATO,BELOTTIC5,,TRUE,,,,,,
,DORMER,MASCHIO M14X1.5 6H,M14,,MASCHIO,1,STANDARD,USATO,BELOTTIC5,,TRUE,,,,,,
,FIMU,GUEHRING MASCHIO M14 ISO2/6H LH,M14,,MASCHIO,1,SINISTRO,USATO,BELOTTIC5,,TRUE,,,,,,
,DORMER,MASCHIO M14 ISO2/6H ,M14,,MASCHIO,1,STANDARD,USATO,BELOTTIC5,,TRUE,,,,,,
,RAFF,OSG MASCHIO M14X1.5 6HX HSSE,M14,48139192,MASCHIO,1,STANDARD,USATO,BELOTTIC5,,TRUE,,,,,,
,RAFF,GUEHRING MASCHIO M12X1.5 6H HSSE,M12,,MASCHIO,1,STANDARD,USATO,BELOTTIC5,,TRUE,,,,,,
,BURZONI,MASCHIO M12X1.5 6HX VT5,M12,T121H M12X1.5 6HX VT5,MASCHIO,2,STANDARD,USATO,BELOTTIC5,,TRUE,,,,,,
,RAFF,GUEHRING MASCHIO M12 6H HSSE,M12,,MASCHIO,1,STANDARD,USATO,BELOTTIC5,,TRUE,,,,,,
,BURZONI,MASCHIO M12 6H HSSE,M12,T200 M12 6H HSSE,MASCHIO,1,STANDARD,USATO,BELOTTIC5,,TRUE,,,,,,
,EMUGE,MASCHIO M10 ISO2/6H HSSE,M10,,MASCHIO,1,STANDARD,USATO,BELOTTIC5,,TRUE,,,,,,
,RAFF,GUEHRING M12 PM HSSE ,M12,,MASCHIO,1,STANDARD,USATO,BELOTTIC5,,TRUE,,,,,,
,TUNGLOY,MASCHIO M12X1.5 6H HSSE VAPORIZZATO,M12,T220 M12X1.5 6H HSSE,MASCHIO,1,STANDARD,USATO,BELOTTIC5,,TRUE,,,,,,
,BURZONI,MASCHIO M10 6H HSSE,M10,T200 M10 6H HSSE,MASCHIO,3,STANDARD,USATO,BELOTTIC5,,TRUE,,,,,,
,EMUGE,MASCHIO M10 ISO2/6H HSSE,M10,,MASCHIO,1,STANDARD,USATO,BELOTTIC5,,TRUE,,,,,,
,RAFF,OSG MASCHIO M10 6HX HSSE,M10,48139169,MASCHIO,2,STANDARD,USATO,BELOTTIC5,,TRUE,,,,,,
,RAFF,OSG MASCHIO 1/2-13 UNF HSSE, 1/2,75248950,MASCHIO,1,AMERICANO,USATO,BELOTTIC5,,TRUE,,,,,,
,BURZONI,MASCHIO M12 EG HSSE,M12,,MASCHIO,1,EG,USATO,BELOTTIC5,,TRUE,,,,,,
,,MASCHIO 5/16 X 18 NC, 5/16,,MASCHIO,1,AMERICANO,USATO,BELOTTIC5,,TRUE,,,,,,
,BURZONI,MASCHIO EG 5/16-24 EG HSSE, 5/16,,MASCHIO,1,AMERICANO,USATO,BELOTTIC5,,TRUE,,,,,,
,FIMU,GUEHRING MASCHIO M8 6HX PM HSSE,M8,,MASCHIO,1,STANDARD,USATO,BELOTTIC5,,TRUE,,,,,,
,EMUGE,MASCHIO 5/16 UNF , 5/16,800130,MASCHIO,2,AMERICANO,USATO,BELOTTIC5,,TRUE,,,,,,
,RAFF,OSG MASCHIO 5/16-24 UNF3B, 5/16,48018476,MASCHIO,1,AMERICANO,USATO,BELOTTIC5,,TRUE,,,,,,
,BURZONI,MASCHIO M20X1 6H HSSE,M20,T220 M20X1 6H HSSE,MASCHIO,1,STANDARD,USATO,BELOTTIC5,,TRUE,,,,,,
,RAFF,OSG MASCHIO M14X1.5 6HX HSSE,M14,48139192,MASCHIO,1,STANDARD,USATO,BELOTTIC5,,TRUE,,,,,,
,FIMU,GUEHRING MASCHIO 1/2-13 UNF ,1/2,14821888,MASCHIO,1,AMERICANO,USATO,BELOTTIC5,,TRUE,,,,,,
,BURZONI,MASCHIO M20 KP60,M20,T300R M20 KP60,MASCHIO,1,STANDARD,USATO,BELOTTIC5,,TRUE,,,,,,
,BURZONI,MASCHIO EG M5 HSSE,M5,T200 EG M5 HSSE,MASCHIO,1,EG,USATO,BELOTTIC5,,TRUE,,,,,,
,DORMER,MASCHIO M5 6H HSS,M5,7320760384848,MASCHIO,1,STANDARD,USATO,BELOTTIC5,,TRUE,,,,,,
,BURZONI,MASCHIO M8 6HX VT5 ,M8,T310 M8 6HX VT5,MASCHIO,3,STANDARD,USATO,BELOTTIC5,,TRUE,,,,,,
,BURZONI,MASCHIO M8 6H HSSE,M8,T200 M8 6H HSSE,MASCHIO,2,STANDARD,USATO,BELOTTIC5,,TRUE,,,,,,
,RAFF,GUEHRING M8 6HX HSSE,M8,,MASCHIO,1,STANDARD,USATO,BELOTTIC5,,TRUE,,,,,,
,RAFF,GUEHRING MJ8X1.25 4HX,M8,16033147,MASCHIO,1,STANDARD,USATO,BELOTTIC5,,TRUE,,,,,,
,BURZONI,MASCHIO M8 6H HSSE,M8,T700 M8 6H HSSE,MASCHIO,1,STANDARD,USATO,BELOTTIC5,,TRUE,,,,,,
,BURZONI,MASCHIO *ROTTO* 15/32 60°, 15/32,,MASCHIO,1,AMERICANO,USATO,BELOTTIC5,,TRUE,,,,,,
,BURZONI,MASCHIO M10 KP20,M10,T200 M10 KP20,MASCHIO,1,STANDARD,USATO,BELOTTIC5,,TRUE,,,,,,
,BURZONI,MASCIO EG M10 KP20,M10,T200 EG M10 KP20,MASCHIO,1,EG,USATO,BELOTTIC5,,TRUE,,,,,,
,BURZONI,MASCHIO EG M5 HSSE,M5,T200 EG M5 HSSE,MASCHIO,1,EG,USATO,BELOTTIC5,,TRUE,,,,,,
,VARTEX,MASCHIO M5 X0.8 ,M5,,MASCHIO,1,STANDARD,USATO,BELOTTIC5,,TRUE,,,,,,
,BURZONI,MASCHIO M6 6H HSSE,M6,T700 M6 6H HSSE,MASCHIO,1,STANDARD,USATO,BELOTTIC5,,TRUE,,,,,,
,,MASCHIO M10,M10,1010C27.0ISO,MASCHIO,1,STANDARD,USATO,BELOTTIC5,,TRUE,,,,,,
,TECHNO THREAD,MASCHIO M10 ISO-N P.2 00M,M10,TT 10200000003,MASCHIO,1,STANDARD,USATO,BELOTTIC5,,TRUE,,,,,,
,,MASCHIO DA PROVONDITA M6,M6,,MASCHIO,1,DA PROFONDITà,USATO,BELOTTIC5,,TRUE,,,,,,
,EMUGE,MASCHIO M8X1.5XD,M8,,MASCHIO,2,STANDARD,USATO,BELOTTIC5,,TRUE,,,,,,
,,MASCHIO M7.5 P.16 60°,M7.5,,MASCHIO,2,STANDARD,USATO,BELOTTIC5,,TRUE,,,,,,
,BURZONI,MASCHIO M8,M8,F100 080 125 C MDI,MASCHIO,1,STANDARD,USATO,BELOTTIC5,,TRUE,,,,,,
,BURZONI,MASCHIO M8,M8,F100 080 150 C MDI,MASCHIO,1,STANDARD,USATO,BELOTTIC5,,TRUE,,,,,,
,BURZONI,MASCHIO M8,M8,F140 080 130 C MDI,MASCHIO,1,STANDARD,USATO,BELOTTIC5,,TRUE,,,,,,
,BURZONI,MASCHIO M6,M6,F100 060 100C,MASCHIO,1,STANDARD,USATO,BELOTTIC5,,TRUE,,,,,,
,TECHNO THREAD,MASCHIO M6 ISO-N P.1.25 M,M6,TT06125000002,MASCHIO,1,STANDARD,USATO,BELOTTIC5,,TRUE,,,,,,
,BURZONI,MASCHIO M6 MDI,M6,F100 060 125 C MDI,MASCHIO,1,STANDARD,USATO,BELOTTIC5,,TRUE,,,,,,
,,MASCHIO M3.7,M3.7,,MASCHIO,2,STANDARD,USATO,BELOTTIC5,,TRUE,,,,,,
,BURZONI,MASCHIO M6 ,M6,F100 060 100 C KP60,MASCHIO,1,STANDARD,USATO,BELOTTIC5,,TRUE,,,,,,
,BURZONI,MASCHIO M6,M6,FM100 M6 KP60,MASCHIO,1,STANDARD,USATO,BELOTTIC5,,TRUE,,,,,,
,BURZONI,MASCHIO M8,M8,FT140 080 130 C KP60,MASCHIO,1,STANDARD,USATO,BELOTTIC5,,TRUE,,,,,,
,KOMET,ALESATORE D9 H7,D9,DIN.8093,ALESATORE,1,NUDA,USATO,BELOTTIC5,,TRUE,,,,,,
,RAFF,OSG MASCHIO 1/4-28 UNF, 1/4,48139472,MASCHIO,2,AMERICANO,USATO,BELOTTIC5,,TRUE,,,,,,
,,MASCHIO M2.35 P.0.5 60°,M2.35,,MASCHIO,1,STANDARD,USATO,BELOTTIC5,,TRUE,,,,,,
,,FRESA PIATTA D50,D50,,FRESA,1,STANDARD,USATO,BELOTTIC7,,TRUE,,,,,,
,BETA,MASCHIO M 3/8, 3/8,,MASCHIO,2,AMERICANO,USATO,BELOTTIC7,,TRUE,,,,,,
,TKN,FRESA PIATTA MDI D9.4,D9.4,2985,FRESA,4,METALLO DURO,RIAFFILATA,BELOTTIC7,,TRUE,,,,,,
,BURZONI,FRESA PIATTA D10,D10,TMDG 41100 MDI,FRESA,2,METALLO DURO,RIAFFILATA,BELOTTIC7,,TRUE,,,,,,
,GWGW,FRESA PIATTA MDI D10,D10,36100360,FRESA,1,METALLO DURO,RIAFFILATA,BELOTTIC7,,TRUE,,,,,,
,BURZONI,FRESA PIATTA D8,D8,TMDG 41080 MDI,FRESA,2,METALLO DURO,RIAFFILATA,BELOTTIC7,,TRUE,,,,,,
,BURZONI,FRESA PIATTA D9,D9,YMDG 31090 MDI,FRESA,1,METALLO DURO,RIAFFILATA,BELOTTIC7,,TRUE,,,,,,
,TKN,FRESA PIATTA D8,D8,2985,FRESA,1,METALLO DURO,RIAFFILATA,BELOTTIC7,,TRUE,,,,,,
,FIMU,GUHRING FRESA PIATTA D6-13 R - N ,D6,,FRESA,5,METALLO DURO,RIAFFILATA,BELOTTIC7,,TRUE,,,,,,
,TKN,FRESA PIATTA D7 K/P,D7,,FRESA,1,METALLO DURO,RIAFFILATA,BELOTTIC7,,TRUE,,,,,,
,TKN,FRESA PIATTA D6 K/P,D6,,FRESA,1,METALLO DURO,RIAFFILATA,BELOTTIC7,,TRUE,,,,,,
,,FRESA SFERICA D4,D4,,FRESA,1,METALLO DURO,USATO,BELOTTIC7,,TRUE,,,,,,
,BURZONI,FRESA PIATTA D5 ,D5,TMDG 41050 MDI,FRESA,2,METALLO DURO,RIAFFILATA,BELOTTIC7,,TRUE,,,,,,
,TKN,FRESA PIATTA D5 ,D5,,FRESA,1,METALLO DURO,RIAFFILATA,BELOTTIC7,,TRUE,,,,,,
,,FRESA PIATTA D20,D20,,FRESA,1,METALLO DURO,USATO,BELOTTIC7,,TRUE,,,,,,
,FIMU,GUEHRING FRESA PIATTA D12 ,D12,,FRESA,6,METALLO DURO,RIAFFILATA,BELOTTIC7,,TRUE,,,,,,
,RIME,FRESA PIATTA D12 MKS ,D12,,FRESA,1,METALLO DURO,RIAFFILATA,BELOTTIC7,,TRUE,,,,,,
,HOFFMAN,HOLEX FRESA PIATTA D12,D12,,FRESA,1,METALLO DURO,RIAFFILATA,BELOTTIC7,,TRUE,,,,,,
,BURZONI,FRESA PIATTA D12 MDI,D12,TMDG 41120 MDI,FRESA,6,METALLO DURO,RIAFFILATA,BELOTTIC7,,TRUE,,,,,,
,TKN,FRESA PIATTA D12 K,D12,,FRESA,1,METALLO DURO,RIAFFILATA,BELOTTIC7,,TRUE,,,,,,
,TKN,FRESA PIATTA D12 KP,D12,,FRESA,1,METALLO DURO,RIAFFILATA,BELOTTIC7,,TRUE,,,,,,
,RIME,FRESA SFERICA D3 R1.5 MKS,D3,,FRESA,1,METALLO DURO,USATO,BELOTTIC7,,TRUE,,,,,,
,,FRESA SFERICA D2 R1,D2,,FRESA,1,METALLO DURO,USATO,BELOTTIC7,,TRUE,,,,,,
,,FRESA SFERICA D2 R1,D2,,FRESA,1,METALLO DURO,USATO,BELOTTIC7,,TRUE,,,,,,
,,FRESA SFERICA D3 R1.5,D3,,FRESA,1,METALLO DURO,USATO,BELOTTIC7,,TRUE,,,,,,
,,FRESA PIATTA D18.5,D18.5,,FRESA,1,METALLO DURO,USATO,BELOTTIC7,,TRUE,,,,,,
,,FRESA DA TAGLIO D40X2,D40,,FRESA,1,DIAMANTATA,USATO,BELOTTIC7,,TRUE,,,,,,
,,FRESA PIATTA D20,D20,,FRESA,1,METALLO DURO,RIAFFILATA,BELOTTIC7,,TRUE,,,,,,
,,FRESA PIATTA D16,D16,,FRESA,1,METALLO DURO,USATO,BELOTTIC7,,TRUE,,,,,,
,,FRESA PIATTA D18,D18,,FRESA,1,METALLO DURO,USATO,BELOTTIC7,,TRUE,,,,,,
,,FRESA SFERICA D10 R5,D10,,FRESA,1,METALLO DURO,USATO,BELOTTIC7,,TRUE,,,,,,
,CERATIZIT,WNT FRESA SFERICA D6 R3,D6,,FRESA,1,METALLO DURO,USATO,BELOTTIC7,,TRUE,,,,,,
,BURZONI,FRESA SFERICA D8 R4,D8,SN 080 L MDI,FRESA,4,METALLO DURO,USATO,BELOTTIC7,,TRUE,,,,,,
,,FRESA SFERICA D8 R4,D8,,FRESA,1,METALLO DURO,RIAFFILATA,BELOTTIC7,,TRUE,,,,,,
,HANITA,FRESA SFERICA D8 R4 Q/F,D8,,FRESA,1,METALLO DURO,RIAFFILATA,BELOTTIC7,,TRUE,,,,,,
,,FRESA A INSERTI D12,D12,,FRESA,1,METALLO DURO,USATO,BELOTTIC7,,TRUE,,,,,,
,UOP,FRESA SFERICA D12 R1.5 X85,D12,,FRESA,1,METALLO DURO,USATO,BELOTTIC7,,TRUE,,,,,,
,,PUNTA MDI D5.4,D5.4,,PUNTA,1,METALLO DURO,USATO,BELOTTIC7,,TRUE,,,,,,
,,PUNTA MDI D13,D13,,PUNTA,1,METALLO DURO,USATO,BELOTTIC7,,TRUE,,,,,,
,CASAPPA,PUNTA MDI D16.6,D16.6,,PUNTA,1,METALLO DURO,USATO,BELOTTIC7,,TRUE,,,,,,
,,FRESA A INSERTI D20,D20,,FRESA,1,METALLO DURO,USATO,BELOTTIC7,,TRUE,,,,,,
,,FRESA SFERICA D19.5 R9.75,D19.5,,FRESA,1,METALLO DURO,USATO,BELOTTIC7,,TRUE,,,,,,
,,FRESA SFERICA D20 R10,D20,,FRESA,1,METALLO DURO,USATO,BELOTTIC7,,TRUE,,,,,,
,,FRESA SFERICA D18 R9,D18,,FRESA,2,METALLO DURO,USATO,BELOTTIC7,,TRUE,,,,,,
,,FRESA PIATTA A INSERTI D54,D54,,FRESA,1,METALLO DURO,USATO,BELOTTIC7,,TRUE,,,,,,
,,FRESA PIATTA D20,D20,,FRESA,1,METALLO DURO,USATO,BELOTTIC7,,TRUE,,,,,,
,,FRESA SFERICA D2O R10,D20,,FRESA,1,METALLO DURO,USATO,BELOTTIC7,,TRUE,,,,,,
,,FRESA PIATTA D19,D19,,FRESA,1,METALLO DURO,RIAFFILATA,BELOTTIC7,,TRUE,,,,,,
,RIME,FRESA PIATTA D12 MKS ,D12,,FRESA,1,NUDA,USATO,BELOTTIC8,,TRUE,,,,,,
,,FRESA PIATTA D10,D10,,FRESA,1,METALLO DURO,USATO,BELOTTIC8,,TRUE,,,,,,
,RIME,FRESA PIATTA D1.5X8,D1.5,"HM84/15,05",FRESA,1,NUDA,NUOVO,BELOTTIC8,,TRUE,,,,,,
,RIME,FRESA PIATTA D6 MKS,D6,138860,FRESA,1,METALLO DURO,USATO,BELOTTIC8,,TRUE,,,,,,
,BURZONI,FRESA PIATTA D6 KP60,D6,"T43 D6,0 KP60",FRESA,1,METALLO DURO,USATO,BELOTTIC8,,TRUE,,,,,,
,CERATIZIT,WNT FRESA PIATTA D10,D10,93398732,FRESA,2,METALLO DURO,USATO,BELOTTIC8,,TRUE,,,,,,
,BURZONI,FRESA PIATTA D12 MDI,D12,RUN 120 MDI,FRESA,1,METALLO DURO,USATO,BELOTTIC8,,TRUE,,,,,,
,BURZONI,FRESA PIATTA D10,D10,TMDG 41100 MDI,FRESA,2,METALLO DURO,USATO,BELOTTIC8,,TRUE,,,,,,
,BURZONI,FRESA PIATTA D12,D12,TMDG 41120 MDI,FRESA,9,METALLO DURO,USATO,BELOTTIC8,,TRUE,,,,,,
,BURZONI,FRESA PIATTA D10,D10,ALU3 W 100 L R02 MDI,FRESA,1,METALLO DURO,USATO,BELOTTIC8,,TRUE,,,,,,
,RAFF,FRESA SPECIALE RAFF NUDA,,,FRESA,1,NUDA,USATO,BELOTTIC8,,TRUE,,,,,,
,RAFF,KARNASCH D8 L2 NON RIVESTITE,D8,29 1753 812,FRESA,1,NON RIVESTITE,USATO,BELOTTIC8,,TRUE,,,,,,
,RIME,FRESA SFERICA D8 R1 MKS,D8,HM73 8 R1 MKS 1728,FRESA,1,METALLO DURO,USATO,BELOTTIC8,,TRUE,,,,,,
,CERATIZIT,WNT FRESA SFERICA D8 R2,D8,93718634,FRESA,1,METALLO DURO,USATO,BELOTTIC8,,TRUE,,,,,,
,CERATIZIT,WNT FRESA PIATTA D6,D6,53 524 060,FRESA,1,METALLO DURO,USATO,BELOTTIC8,,TRUE,,,,,,
,TKN,FRESA PIATTA D6 K/P,D6,,FRESA,1,METALLO DURO,USATO,BELOTTIC8,,TRUE,,,,,,
,TUNGLOY,FRESA PIATTA D6 R3,D6,,FRESA,1,METALLO DURO,USATO,BELOTTIC8,,TRUE,,,,,,
,CERATIZIT,"KARNASCH D6 L2(X3 L30, X1 L50)",D6,29 1751 204,FRESA,4,DIAMANTATA,USATO,BELOTTIC8,,TRUE,,,,,,
,CERATIZIT,KARNASCH D6 L2 NON RIVESTITE,D6,29 1753 202,FRESA,2,METALLO DURO,USATO,BELOTTIC8,,TRUE,,,,,,
BRCL00976C,FIMU,SECO FRESA DIAMANTA D8 R0.2,D8,624053 538,FRESA,4,DIAMANTATA,NUOVO,DIAMANTATE1,,TRUE,,,,,,
BRCL01484,FIMU,MASCHIO M16 6HX,M16,23543240,MASCHIO,2,STANDARD,NUOVO,MASCHI,,TRUE,,,,,,
,HOFFMAN,TUBO PER LUBROREFRIGERANTE PER MANDRINO,,309880_63,TUBI LUBRIFICANTE,10,TUBI LUBRIFICANTE,NUOVO,MARCO,,TRUE,,,,,,
,RAFF,FRESA SPECIALE PANNELLI,D16,02985-FAT,FRESA,1,SPECIALE,USATO,PUNTE1.6 PANNELLI,,TRUE,,,,,,
,HOFFMAN,GARANT FRESA METALLO DURO D3,D3,,FRESA,2,METALLO DURO,NUOVO,FRESE METALLI1,,TRUE,,,,,,
,RAFF,TRACCIATORE TOMOSURI,D6,02985 40°,TRACCIATORE,1,STANDARD,NUOVO,PUNTE1.6 PANNELLI,,TRUE,,,,,,
,SPPW,PUNTA DIAMANTATA CRESTA DI GALLO D10.5,D10.5,731 180 1050HC,PUNTA,2,CARBONIO,NUOVO,PUNTE3,,TRUE,,,,,,
,,FRESA CARBONIO D8X25 63G8,D8,6V410825667500000000,FRESA,1,CARBONIO,NUOVO,BELOTTIC8,,TRUE,,,,,,
,RAFF,KARNASH FRESA DIAMANTATA D6 L2 ,D6,29 1763 406,FRESA,1,DIAMANTATA,USATO,BELOTTIC8,,TRUE,,,,,,
,BURZONI,FRESA PIATTA MDI D4,D4,TMDG 41040 MDI,FRESA,1,METALLO DURO,USATO,BELOTTIC8,,TRUE,,,,,,
,BURZONI,FRESA PIATTA MDI D4,D4,RUN 040 MDI,FRESA,1,METALLO DURO,USATO,BELOTTIC8,,TRUE,,,,,,
,,FRESA PIATTA MDI D3X7,D3,H4033217,FRESA,1,METALLO DURO,USATO,BELOTTIC8,,TRUE,,,,,,
,BURZONI,FRESA PIATTA MDI D3,D3,TMDG 31030 MDI,FRESA,1,METALLO DURO,USATO,BELOTTIC8,,TRUE,,,,,,
,BURZONI,FRESA PIATTA MDI D2,D2,LTG 020 030 MDI,FRESA,1,METALLO DURO,USATO,BELOTTIC8,,TRUE,,,,,,
,BURZONI,FRESA PIATTA MDI D1.2,D1.2,TMB214 0120 MDI,FRESA,1,METALLO DURO,USATO,BELOTTIC8,,TRUE,,,,,,
,BURZONI,PUNTA MDI D9 HSSE,D9,T43 0900 HSSE KP60,PUNTA,1,METALLO DURO,USATO,BELOTTIC8,,TRUE,,,,,,
,BURZONI,PUNTA MDI D8.5 HSSE,D8.5,T43 0850 HSSE,PUNTA,1,METALLO DURO,USATO,BELOTTIC8,,TRUE,,,,,,
,BURZONI,PUNTA MDI D6.5 HSSE,D6.5,T43 0650 HSSE,PUNTA,1,METALLO DURO,USATO,BELOTTIC8,,TRUE,,,,,,
,CERIN,PUNTA PLASTICA D6,D6,,PUNTA,1,NUDA,USATO,BELOTTIC8,,TRUE,,,,,,
,,PUNTA PLASTICA D6,D6,,PUNTA,1,NUDA,USATO,BELOTTIC8,,TRUE,,,,,,
,,PUNTA PLASTICA D6,D6,,PUNTA,1,METALLO DURO,USATO,BELOTTIC8,,TRUE,,,,,,
,BURZONI,PUNTA MDI D5.2,D5.2,TD850 GP 0520 MDI,PUNTA,1,METALLO DURO,USATO,BELOTTIC8,,TRUE,,,,,,
,BURZONI,PUNTA MDI D5.2 KP60,D5.2,T43 D5.2 KP60,PUNTA,1,METALLO DURO,USATO,BELOTTIC8,,TRUE,,,,,,
,BURZONI,PUNTA MDI D5 HSSE,D5,T43 0500 HSSE,PUNTA,1,METALLO DURO,USATO,BELOTTIC8,,TRUE,,,,,,
,BURZONI,PUNTA MDI D4.4 ,D4.4,TD850 GP 0440 MDI,PUNTA,1,METALLO DURO,USATO,BELOTTIC8,,TRUE,,,,,,
,,PUNTA MDI D4.1,D4.1,,PUNTA,4,METALLO DURO,USATO,BELOTTIC8,,TRUE,,,,,,
,BURZONI,PUNTA MDI D3.3,D3.3,TD850 GP 0330 MDI,PUNTA,2,METALLO DURO,USATO,BELOTTIC8,,TRUE,,,,,,
,RIME,PUNTA MDI D3,D3,HM9SP/03,PUNTA,1,METALLO DURO,USATO,BELOTTIC8,,TRUE,,,,,,
,BURZONI,SVASATORE D12.4,D12.4,T S90 1240 KP60,SVASATORE,2,METALLO DURO,USATO,BELOTTIC8,,TRUE,,,,,,
,BURZONI,FRESA PIATTA MDI D16,D16,TMDG 41160 MDI,FRESA,1,METALLO DURO,USATO,BELOTTIC8,,TRUE,,,,,,
,RAFF,KARNASH FRESA PIATTA MDI D16,D16,"29,1753 3052391482",FRESA,1,METALLO DURO,USATO,BELOTTIC8,,TRUE,,,,,,
,OMAL,SVASATORE D18.8 X 82°,D18.8,,SVASATORE,1,METALLO DURO,USATO,BELOTTIC8,,TRUE,,,,,,
,,FRESA PIATTA x CARBONIO D8,D8,XN.080.025.080XT,FRESA,1,CARBONIO,NUOVO,BELOTTIC8,,TRUE,,,,,,
,CERATIZIT,WNT  PUNTA MDI D6.8,D6.8,11 703 06800,PUNTA,1,METALLO DURO,USATO,EXTREMA1,,TRUE,,,,,,
,,PUNTA D5.5,D5.5,,PUNTA,1,TRAPANO,USATO,EXTREMA1,,TRUE,,,,,,
