,,,,,,,,,
PN BRC,Fornitore,Descrizione,Misura,Serial Number,Tipo Prodotto,Quantità,Stato,Ubicazione,Prelievo
,BURZONI,PUNTA MDI D10,D10,TD8100 GP 1000 MDI,PUNTA,1,USATO,EXTREMA1,
,,PUNTA MDI D7.2,D7.2,,PUNTA,1,USATO,EXTREMA1,
,RAFF,KARNASH D6.6 L2,D6.6,"29,0120 506",PUNTA,1,USATO,EXTREMA1,
,TRED,PUNTA MDI D7,D7,9150 7.0 K/P ,PUNTA,1,USATO,EXTREMA1,
,,PUNTA MDI D14.5,D14.5,B966A14500 KC7315,PUNTA,1,USATO,EXTREMA1,
,RAFF,KARNASH CRESTA DI GALLO D5.8,D5.8,29.0080 808,FRESA,2,USATO,EXTREMA1,
,,PUNTA MDI D14.5,D14.5,B966A14500 KC7315,PUNTA,1,USATO,EXTREMA1,
,BURZONI,PUNTA MDI D12.5,D12.5,TD850 GP 1250,PUNTA,3,USATO,EXTREMA1,
,RAFF,KARNASCH PUNTA DIAMANTATA D7.1,D7.1,2111993038,PUNTA,1,USATO,EXTREMA1,
,HOFFMAN,GARANT PUNTA MDI D5,D5,92296082,PUNTA,1,USATO,EXTREMA1,
,RAFF,KARNASCH CRESTA DI GALLO DIAMANTATA D6,D6,29 0080 011,CRESTA DI GALLO,1,USATO,EXTREMA1,
,RAFF,KARNASCH CRESTA DI GALLO NON RIVESTITA D6,D6,29 0080 603,CRESTA DI GALLO,1,USATO,EXTREMA1,
,RAFF,KARNASCH CRESTA DI GALLO NON RIVESTITA D5.8,D5.8,29 0080 609,CRESTA DI GALLO,0,USATO,EXTREMA1,
,RAFF,KARNASCH CRESTA DI GALLO NON RIVESTITA D3,D3,29 0080 603,CRESTA DI GALLO,1,USATO,EXTREMA1,
,RAFF,KARNASCH CRESTA DI GALLO DIAMANTATA D4.5,D4.5,29 0080 509,CRESTA DI GALLO,1,USATO,EXTREMA1,
,RAFF,KARNASCH CRESTA DI GALLO DIAMANTATA D4.3,D4.3,29 0120 610,CRESTA DI GALLO,1,USATO,EXTREMA1,
,RAFF,KARNASCH CRESTA DI GALLO NON RIVESTITA D4.2,D4.2,29 0080 705,CRESTA DI GALLO,1,USATO,EXTREMA1,
,RAFF,KARNASCH PUNTA DIAMANTATA D8.7 ,D8.7,20 8220 6047,PUNTA,1,USATO,EXTREMA1,
,RAFF,KARNASCH PUNTA DIAMANTATA D9.1,D9.1,29 0120 209220636,PUNTA,1,USATO,EXTREMA1,
,CERIN,CRESTA DI GALLO D12,D12,,CRESTA DI GALLO,0,USATO,EXTREMA1,
,RAFF,GARANT PUNTA MDI D2.7,D2.7,,PUNTA,1,USATO,EXTREMA1,
,BURZONI,SVASATORE HSSE D12,D12,T960 1200 HSSE,SVASATORE,1,USATO,EXTREMA2,
,BURZONI,SVASATORE HSSE D10,D10,T960 1000 HSSE,SVASATORE,1,USATO,EXTREMA2,
,,PUNTA D8 90°,D8,,PUNTA,1,USATO,EXTREMA2,
,BURZONI,FRESA  HSS D31,D31,TS90 3000 HSS,FRESA,1,USATO,EXTREMA2,
,,FRESA  HSS D31,D30,,FRESA,1,USATO,EXTREMA2,
,RAFF,ALESATORE D10 H7,D10,2985,ALESATORE,1,USATO,EXTREMA2,
,BURZONI,FRESA HSS D9.4,D9.4,BC HSS 9.4mm,FRESA,1,USATO,EXTREMA2,
,RAFF,OSG WONDER BARENO AD0-5D,,,BARENO,1,USATO,EXTREMA2,
,RIME,SVASATORE D16 90° MKS,D16,HM35,SVASATORE,1,USATO,EXTREMA2,
,GUHRING,SVASATORE D16,D16,,SVASATORE,1,USATO,EXTREMA2,
,POLLEDRI,FRESA PIATTA AD INSERTI D20,D20,,FRESA,1,USATO,EXTREMA2,
,UOP,ALESATORE D8 X85,D8,,ALESATORE,1,USATO,EXTREMA2,
,OMAL,SVASATORE D20.5 90° K20,D20.5,,SVASATORE,1,USATO,EXTREMA2,
,,SVASATORE D20.5 82° ,D20.5,,SVASATORE,1,USATO,EXTREMA2,
,,SVASATORE DIAMANTATO D20.3,D20.3,,SVASATORE,1,USATO,EXTREMA2,
,RAFF,TRACCIATORE D8 40° ,D8,02985-BUL-40°-D8 M O S,TRACCIATORE,1,USATO,EXTREMA2,
,BURZONI,FRESA PIATTA A INSERTI D20.7,D20.7,,FRESA,1,USATO,EXTREMA2,
,,FRESA PIATTA A INSERTI D13.2,D13.2,,FRESA,1,USATO,EXTREMA2,
,,FRESA A INSERTI D18.5,D18.5,,FRESA,1,USATO,EXTREMA2,
BRCL000400000441,POLLEDRI,FRESA A INSERTI D18,D18,Cod. 90.02.180,FRESA,1,USATO,EXTREMA2,
BRCL000400000442,POLLEDRI,FRESA A INSERTI D24,D24,Cod. 90.02.240,FRESA,1,USATO,EXTREMA2,
,BURZONI,FRESA PIATTA D22,D22,,FRESA,1,USATO,EXTREMA2,
,,FRESA PIATTA A INSERTI D19.5,D19.5,,FRESA,1,USATO,EXTREMA2,
,RAFF,SVASATORE D16 90° ,D16,PCN16-90,SVASATORE,1,USATO,EXTREMA2,
BRCL000400000468,OMAL,ALESATORE D10.5 H7 HSS,D10.5,701010,ALESATORE,2,USATO,EXTREMA2,
,GUHRING,ALESATORE D14,D14,K411101400,ALESATORE,1,USATO,EXTREMA2,
,OMAL,ALESATORE D12.5 H7 HM K20,D12.5,74D125,ALESATORE,2,USATO,EXTREMA2,
,RAFF,SVASATORE D16 100%,D16,,SVASATORE,1,USATO,EXTREMA2,
,OMAL,ALESATORE D6.35 HM K20,D6.35,,ALESATORE,1,USATO,EXTREMA2,
,OMAL,ALESATORE D10 H7,D10,740010,ALESATORE,1,USATO,EXTREMA2,
,UOP,ALESATORE D10 X85,D10,32105,ALESATORE,1,USATO,EXTREMA2,
,KOMET,ALESATORE D6 H7 K10,D6,40 410 060,ALESATORE,2,USATO,EXTREMA2,
,RAFF,ALESATORE D8 H7,D8,,ALESATORE,1,USATO,EXTREMA2,
,RAFF,ALESATORE D8,D8,,ALESATORE,1,USATO,EXTREMA2,
,,ALESATORE D8,D8,,ALESATORE,1,USATO,EXTREMA2,
,UOP,ALESATORE D6 X85,D6,,ALESATORE,1,USATO,EXTREMA2,
,UOP,ALESATORE D10 X85,D10,32105,ALESATORE,1,USATO,EXTREMA2,
,RAFF,ALESATORE D10,D10,,ALESATORE,1,USATO,EXTREMA2,
,RAFF,ALESATORE D12,D12,,ALESATORE,1,USATO,EXTREMA2,
,KOMET,ALESATORE D11 H7 HSS,D11,40 100 110 45/23,ALESATORE,1,USATO,EXTREMA2,
,UOP,ALESATORE D11 X85,D11,32105,ALESATORE,1,USATO,EXTREMA2,
BRCL000400000469,OMAL,ALESATORE D12.5 H7 HSS,D12.5,701012,ALESATORE,2,USATO,EXTREMA2,
,RAFF,ALESATORE D12.22,D12.22,,ALESATORE,2,USATO,EXTREMA2,
,ILIX,ALESATORE D12.7 HSS,D12.7,6326C,ALESATORE,1,USATO,EXTREMA2,
,LAU,ALESATORE DIAMANTATO D13 H7,D13,,ALESATORE,1,USATO,EXTREMA2,
,,ALESATORE DIAMANTATO D13,D13,,ALESATORE,0,USATO,EXTREMA2,
,RAFF,ALESATORE D12.7,D12.7,,ALESATORE,1,USATO,EXTREMA2,
,GUHRING,ALESATORE D20 H7 HSS,D20,K211102000,ALESATORE,1,USATO,EXTREMA2,
BRCL000202200101,GUHRING,MASCHIOEG M6 H6 ,D6,21536098,MASCHIO,1,USATO,EXTREMA3,
,BURZONI,MASCHIO M6 6H HSS,D6,T200 M6 6H HSSE,MASCHIO,1,USATO,EXTREMA3,
,BURZONI,MASCHIO EG M6 HSSE,D6,T200 EG M6 HSSE,MASCHIO,1,USATO,EXTREMA3,
,BURZONI,MASCHIO M6 6H HSSE,D6,T200 M6 6H HSSE,MASCHIO,1,USATO,EXTREMA3,
,BURZONI,MASCHIO M6 6H HSSE,D6,T305R M6 6H HSSE,MASCHIO,1,USATO,EXTREMA3,
,TUNGALOY,MASCHIO M6X0.5  6H HSSE,D6,T120 M6X0.5,MASCHIO,2,USATO,EXTREMA3,
,BURZONI,MASCHIO EG UNF 10/32 HSS,10/32,150064/6,MASCHIO,1,USATO,EXTREMA3,
,RAFF,OSG MASCHIO M12 6HX HSSE,D12,48145179,MASCHIO,1,USATO,EXTREMA3,
,GUHRING,MASCHIO EG M8 6H HSSE,D8,16311092,MASCHIO,1,USATO,EXTREMA3,
,TUNGALOY,MASCHIO M10 6H HSSE,D10,T200 M10 6H HSSE,MASCHIO,1,USATO,EXTREMA3,
,BURZONI,MASCHIO M10 6H HSSE,D10,T700 M10 6H HSSE,MASCHIO,1,USATO,EXTREMA3,
,RAFF,OSG MASCHIO M10X1.25 6HX HSSE,D10,48145172,MASCHIO,1,USATO,EXTREMA3,
,GUHRING,MASCHIO M8 6HX PM HSSE,D8,,MASCHIO,1,USATO,EXTREMA3,
,RAFF,OSG MASCHIO M12 USO2/6H HSSE,D12,48044179,MASCHIO,1,USATO,EXTREMA3,
,BURZONI,MASCHIO M8 6H HSSE,D8,T200 M8 6H HSSE,MASCHIO,1,USATO,EXTREMA3,
,RAFF,OSG MASCHIO M14 6HX HSSE,D14,48139191,MASCHIO,1,USATO,EXTREMA3,
,TUNGALOY,MASCHIO M12 6HX VT5,D12,T101H M12 6HX VT5,MASCHIO,1,USATO,EXTREMA3,
,RAFF,OSG MASCHIO M12 6HX HSSE,D12,48139179,MASCHIO,1,USATO,EXTREMA3,
,BURZONI,MASCHIO M12 6H HSSE,D12,T200 M12 6H HSSE,MASCHIO,1,USATO,EXTREMA3,
,BURZONI,MASCHIO EG M8 HSSE,D8,T200 M8 EG HSSE,MASCHIO,1,USATO,EXTREMA3,
,RAFF,OSG MASCHIO M20X1.5 6H,D20,61229060,MASCHIO,1,USATO,EXTREMA3,
,FIMU,SECO MASCHIO M18X1 ISO6H HSSE,D18,6785820354 095/401,MASCHIO,1,USATO,EXTREMA3,
,RAFF,OSG MASCHIO M12X1.25 6HX B,D12,48145181,MASCHIO,1,USATO,EXTREMA3,
BRCL000400000089,FIMU,SECO MASCHIO M27X3 ISO6H BC V033,D27,8754451376 009/624,MASCHIO,1,USATO,EXTREMA3,
,BURZONI,MASCHIO M14X1.5 6HX VT5,D14,T321H M14X1.5 6HX VT5,MASCHIO,1,USATO,EXTREMA3,
,RAFF,OSG MASCHIO M14X1.5 6HX HSSE,D14,48139192,MASCHIO,1,USATO,EXTREMA3,
,BURZONI,MASCHIO M22X1 HSSE,D22,T220 M22X1 HSSE,MASCHIO,1,USATO,EXTREMA3,
,RAFF,KARNASCH CRESTA DI GALLO D8.5 ,D8.5,"29,0080 809",PUNTA,0,NUOVO,PUNTE3,
,RAFF,KARNASCH PUNTA DIAMANTATA D6.5 L3,D6.5,"29,0120,901",PUNTA,1,NUOVO,PUNTE3,
,,PUNTA D11,D11,,PUNTA,1,USATO,BELOTTIC3,
,CERATIZIT,WNT PUNTA DIAMANTATA D13,D13,10 787 130,PUNTA,1,USATO,BELOTTIC3,
,BASS,MASCHIO M27 ISO2/6H HSSE,D27,46 51/80,MASCHIO,1,USATO, EXTREMA3,
,BURZONI,MASCHIO AMERICANO 1/4 ISO5969 HSSE, 1/4,T330R G 1/4 HSSE,MASCHIO,1,USATO,EXTREMA3,
,,MASCHIO M30X1.5,D30,,MASCHIO,1,USATO,EXTREMA3,
,RAFF,OSG MASCHIO AMERICANO 5/16-24UNF2BX, 5/16,48145476,MASCHIO,1,USATO,EXTREMA3,
,EMUGE,MASCHIO AMERICANO 1/4 HSSE, 1/4,,MASCHIO,1,USATO,EXTREMA3,
BRCL000400000256,CERATIZIT,WNT MASCHIO AMERICANO UNC 5/16, 5/16,23 172 031,MASCHIO,2,NUOVO,EXTREMA3,
,VARTEX,MASCHIO M2.2,D2.2,,MASCHIO,1,USATO,EXTREMA3,
,BURZONI,MASCHIO M5 KP60,D5,FM100 M5 KP60,MASCHIO,1,USATO,EXTREMA3,
,RAFF,KARNASCH MASCHIO M4,D4,232005 04 070 25,MASCHIO,1,USATO,EXTREMA3,
,,MASCHIO M4 ,D4,,MASCHIO,1,USATO,EXTREMA3,
,BURZONI,MASCHIO M6 MDI,M6,F100 060 100 C,MASCHIO,2,USATO,EXTREMA3,
,SANDVIK,SPACCAMASCHI M6,D6,HC 6 H10 F,SPACCAMASCHIO,1,USATO,EXTREMA3,
,BURZONI,MASCHIO M8 KP60,D8,F100 080 175 C KP60,MASCHIO,1,USATO,EXTREMA3,
,,MASCHIO M13,D13,,MASCHIO,2,USATO,EXTREMA3,
,GUHRING,PUNTA A INSERTI D18,D18,,PUNTA,1,USATO, EXTREMA3,
,BURZONI,FRESA PIATTA D4 MDI,D4,TMDG 41040 MDI,FRESA,1,USATO,EXTREMA4,
,CERATIZIT,WNT FRESA PIATTA D3 MDI,D3,94070906,FRESA,2,USATO,EXTREMA4,
,CERATIZIT,WNT FRESA PIATTA D2.5 MDI,D2.5,93732210,FRESA,1,USATO,EXTREMA4,
,,FRESA PIATTA MDI D2.5,D2.5,,FRESA,2,USATO,EXTREMA4,
,RIME,FRESA PIATTA HM16 D2.5,D2.5,170565,FRESA,2,USATO,EXTREMA4,
,LTEC,FRESA PIATTA D2,D2,,FRESA,1,USATO,EXTREMA4,
,BURZONI,FRESA PIATTA D2,D2,ALU3 020 R01 MDI,FRESA,1,USATO,EXTREMA4,
,RIME,FRESA PIATTA D1 HM7,D1,172355,FRESA,1,USATO,BELOTTIC2,
BRCL000400000069,HOFFMAN,GARANT FRESA PIATTA MDI D8,D8,,FRESA,1,USATO,EXTREMA4,
,CERATIZIT,WNT FRESA D6 MDI SPECIALE,D6,53 58 06302,FRESA,1,NUOVO,EXTREMA4,
,BURZONI,FRESA PIATTA MDI D5,D5,TMDG 41050 MDI,FRESA,3,USATO,EXTREMA4,
,RIME,FRESA PIATTA MDI D5 MKS,D5,,FRESA,1,USATO,EXTREMA4,
,CERATIZIT,WNT FRESA PIATTA D12,D12,54 070 12400,FRESA,2,USATO,EXTREMA4,
,BURZONI,FRESA PIATTA MDI D12,D12,RUN 117 MDI,FRESA,2,USATO,EXTREMA4,
,RIME,FRESA PIATTA SPECIALE D12,D12,182811,FRESA,1,USATO,EXTREMA4,
,CERATIZIT,WNT FRESA SFERICA D8 R4,D8,53 608 08100,FRESA,1,USATO,EXTREMA4,
,HOFFMAN,GARANT FRESA SFERICA MDI D2.5 R0.2,D2.5,10250210E,FRESA,1,USATO,EXTREMA4,
,TESI,PUNTALINO DI RICAMBIO TASTATORE,,983.31.00,TASTATORE,1,NUOVO,EXTREMA4,
,RAFF,KARNASCH FRESA PIATTA DIAMANTATA D6,D6,29 703 507,FRESA,2,USATO,EXTREMA4,
,HANITA,FRESA SFERICA D4 R2,D4,,FRESA,1,USATO,EXTREMA4,
,RIME,FRESA SFERICA HM6 D6 R3,D6,182602,FRESA,1,USATO,EXTREMA4,
,RAFF,FRESA SFERICA D8 R1.5,D8,,FRESA,1,USATO,EXTREMA4,
,RAFF,FRESA SFERICA D8 R0.2,D8,,FRESA,3,USATO,EXTREMA4,
,BURZONI,FRESA SFERICA MDI D7.7 R 0.3,D7.7,RUN 077 MDI,FRESA,1,USATO,EXTREMA4,
,BURZONI,FRESA SFERICA MDI D6 R0.2,D6,RUN 060 MDI,FRESA,1,USATO,EXTREMA4,
,BURZONI,FRESA SFERICA MDI D6 R0.2,D6,ALU3 060 R02,FRESA,3,USATO,EXTREMA4,
,CERATIZIT,WNT FRESA SFERICA D10 R3,D1O,53 711 10230,FRESA,1,USATO,EXTREMA4,
,CERATIZIT,WNT FRESA PIATTA MDI D10,D10,53 523 100,FRESA,1,USATO,EXTREMA4,
,HOFFMAN,GARANT FRESA PIATTA MDI D10,D10,9711663,FRESA,1,USATO,EXTREMA4,
,BURZONI,FRESA PIATTA MDI D10,D10,RUN 100 MDI,FRESA,1,USATO,EXTREMA4,
,CERATIZIT,WNT FRESA D8 R1,D8,53 710 08210,FRESA,1,USATO,EXTREMA4,
,,FRESA PIATTA D10,D10,,FRESA,1,USATO,EXTREMA4,
,CERATIZIT,WNT  FRESA PIATTA MDI D10,D10,FA 4005872,FRESA,1,USATO,EXTREMA4,
,BURZONI,FRESA SFERICA D10 R0.4,D10,ALU 3 100 R04 MDI,FRESA,1,USATO,EXTREMA4,
,HOFFMAN,GARANT FRESA PIATTA MDI D10,D10,94240837,FRESA,1,USATO,EXTREMA4,
,CERATIZIT,WNT FRESA PIATTA D10,D10,52 615 4007150,FRESA,1,USATO,EXTREMA4,
,BURZONI,FRESA PIATTA MDI D2 ,D2,LTG 020 030 MDI,FRESA,1,USATO,EXTREMA4,
,CERATIZIT,WNT FRESA D8 R1,D8,53 710 08210,FRESA,3,USATO,EXTREMA4,
,HOFFMAN,GARANT FRESA PIATTA MDI D8,D8,94762347,FRESA,1,USATO,EXTREMA4,
,CERATIZIT,WNT FRESA PIATTA MDI D7,D7,53 613 07400,FRESA,1,USATO,EXTREMA4,
,,FRESA SFERICA D7.7 R1,D7.7,,FRESA,1,USATO,EXTREMA4,
,UOP,FRESA PIATTA D7.5,D7.5,797ALUR020801,FRESA,1,USATO,EXTREMA4,
,RIME,  FRESA PIATTA D2X15,D2,HM84/20.15 D2X15,FRESA,1,USATO,EXTREMA4,
,RAFF,KARNASCH FRESA PIATTA DIAMANTATA D16,D16,29 1761 501,FRESA,1,USATO,DIAMANTATE 1,
,RAFF,FRESA PIATTA NUDA D5,D5,FWN3050-HD,FRESA,1,NUOVO,FRESA METALLI1,
,RIME,FRESA MDI D1.5X8,D1.5,HM84/15.08,FRESA,1,NUOVO,FRESA METALLI2,
,HANITA,FRESA PIATTA D12,D12,160514005WW,FRESA,1,USATO,FRESA METALLI1,
,CERIN,FRESA D3.9,D3.9,,FRESA,1,USATO,FRESA METALLI2,
BRCL01141C,JONGEN,INSERTI FRESA JMS02,,JMS02-98RR04-XC35,INSERTI,10,NUOVO,INSERTI FRESA,
BRCL01111C,JONGEN,INSERTI FRESA JMS02,,JMS02-98LR04-XC35,INSERTI,10,NUOVO,INSERTI FRESA,
,SECO,INSERTI FRESA H15,,5885939 321,INSERTI,3,NUOVO,INSERTI FRESA,
BRCL00195C,HOFFMAN,GARANT FRESA LUCIDA MDI D6,D6,202272 6,FRESA,4,NUOVO,FRESA METALLI1,
,GUHRING,MASCHIO EG HSS-E M5 H6,D5,16287835,MASCHIO,1,NUOVO,MASCHI EG,
,RAFF,FRESA ALLUMINIO D12 R1,D12,,,,USATO,FRESA METALLI1,
,,,,,,,,,
,RAFF,FRESA SFERICA LUNGA D6,D6,FW-R4060,FRESA,0,NUOVO,RIAFFILATE1,
,RAFF,FRESA SFERICA NUDA LUNGA D6,D6,,FRESA,1,USATO,RIAFFILATE1,
,RAFF,FRESA SFERICA NUDA LUNGA D8,D8,FWR2080,FRESA,3,USATO,RIAFFILATE1,
,,FRESA PIATTA DIAMANTATA RIAFFILATA D8,D8,,FRESA,1,RIAFFILATA,DIAMANTATE 1,
BRCL01504C,CERATIZIT,WNT FRESA TOROIDALE MDI D12 X 2,D12,53 595 12020,FRESA,2,NUOVO,CASS.DUCATI,
BRCL00231C,CERATIZIT,FRESA DIAMANTATA A CANDELA D3,D3,5407003200,FRESA,27,NUOVO,CASS.OPERCOLI,
BRCL01170C,HOFFMAN,GARANT FRESA DIAMANTATA SGROSSATURA D8M,D8,209548 8M,FRESA,26,NUOVO,CASS.OPERCOLI,
BRCL0260C,HOFFMAN,GARANT FRESA DIAMANTATA SGROSSATURA D4,D4,209548 4,FRESA,31,NUOVO,CASS.OPERCOLI,
BRCL01485,HOFFMAN,GARANT FRESA SFERICA DIAMANTATA D3,D3 R1.5,209781,FRESA,11,NUOVO,CASS.OPERCOLI,
BRCL0260C,HOFFMAN,GARANT FRESA DIAMANTATA D4,D4,209535,FRESA,2,NUOVO,DIAMANTATE 1,
BRCL01347C,HOFFMAN,GARANT FRESA DIAMANTATA SFERICA D10,D10,209781,FRESA,12,NUOVO,CASS.OPERCOLI,
BRCL01170C,HOFFMAN,GARANT FRESA DIAMANTATA SGROSSATURA D8M,D8,209548 8M,FRESA,9,NUOVO,CASS.OPERCOLI,
BRCL00969C,HOFFMAN,SECO FRESA SGROSSATURA D12,D12,2720261,FRESA,1,NUOVO,CASS.IR27,
,RAFF,"INSERTI FRESA XDGT120308TR-ME-C,B100",,AC231809210020,INSERTI,3,NUOVO,INSERTI FRESA,
BRCL01170C,HOFFMAN,GARANT FRESA DIAMANTATA SGROSSATURA D8M,D8,209548 8M,FRESA,13,NUOVO,CASS.IR27,
BRCL00084C,HOFFMAN,GARANT FRESA DIAMANTATA CARBONIO D4,D4,209548 4,FRESA,6,NUOVO,DIAMANTATE 1,
BRCL00637C,HOFFMAN,BIT DI PRECISIONE PER ESAGONO 1/4,,,BIT CACCIAVITE,7,NUOVO,RIAFFILATE1,
BRCL01504C,CERATIZIT,FRESA TORICA METALLO DURO D12,D12,5359512020,FRESA,1,USATO,FRESA METALLI2,
BRCL000400000398,HOFFMAN,FRESA KARNASCH DIAMANTATA D6 L2,D6 L2,,FRESA,1,USATO,DIAMANTATE 1,
,FIMU,PUNTA KENNAMETAL D9.8,D9.8,B966A09800,PUNTA,1,USATO,PUNTE2,
,HOFFMAN,PUNTE HOLEX METALLO DURO D1/4 (6.35),1/4,17842289,PUNTA,2,NUOVO,PUNTE2,
,JONGEN,FRESA DIAMANTATA D2,D2,VHB 3384 KD12 2,FRESA,1,NUOVO,DIAMANTATE 1,
BRCL01487C,HOFFMAN,SPPW PUNTA CRESTA DI GALLO D4.5,D4.5,731 180 0450HC,PUNTA,4,NUOVO,CASS.OPERCOLI,
BRCL01412C,HOFFMAN,HOLEX PROLUNGA STRUMENTI DI MISURA L10,,434920 10,PROLUNGA,10,NUOVO,CASS.DUCATI,
BRCL01413C,HOFFMAN,HOLEX PROLUNGA STRUMENTI DI MISURA L20,,434920 20,PROLUNGA,10,NUOVO,CASS.DUCATI,
BRCL01486C,HOFFMAN,SPPW PUNTA CRESTA DI GALLO D5.8,D5.8,731 180 0580HC,PUNTA,5,NUOVO,CASS.OPERCOLI,
         BRCL01511C,FIMU,MASCHIO GUHRING 2912 4.166 8-32 UNC,D8-32,2912 4.166 8-32 UNC,MASCHIO,0,NUOVO,CASS.IR27,
BRCL01288C,HOFFMAN,GARANT INSERTO PER TORNITURA CGT,,260052 HU7315 1,INSERTI,11,NUOVO,INSERTI FRESA,
BRCL01518C,HOFFMAN,MICRO FRESA ROTATIVA MASTER UAI,,546906 D0695,FRESA,2,NUOVO,FRESA METALLI1,
BRCL00191C,HOFFMAN,GARANT FRESA DIAMANTATA D4 ANELLO GIALLO,D4,202272,FRESA,2,NUOVO,CASS.IR27,
BRCL00191C,HOFFMAN,GARANT FRESA DIAMANTATA D4 ANELLO GIALLO,D4,202272,FRESA,1,NUOVO,FRESA METALLI1,
BRCL01512C,HOFFMAN,MASCHIO DC 5/16,5/16,204669,MASCHIO,0,NUOVO,CASS.IR27,
,FIMU,GHURING PUNTA CRESTA DI GALLO D5,D5,23660736,PUNTA,1,NUOVO,PUNTE3,
BRCL00576C,HOFFMAN,SECO FRESA DA SGROSSO D8 DIAMANTATA,D8 R0.2,6185274 523,FRESA,1,NUOVO,CASS.IR27,
BRCL0152C,HOFFMAN,SPPW PUNTA CRESTA DI GALLO SPECIALE D8.5,D8.5,731 180 0850 HC,PUNTA,4,NUOVO,CASS.DUCATI,
BRCL01510C,FIMU,CARMEX FRESA A FILETTARE METALLO DURO PASSO1,D6 P1,40200164,FRESA,0,NUOVO,FRESA METALLI1,
BRCL01508C,FIMU,CARMEX FRESA A FILETTARE METALLO DURO PASSO 0.8,D6 P0.8,40200259,FRESA,1,NUOVO,FRESA METALLI1,
,BURZONI,PUNTA METALLO DURO T54 0850 HSSE,D8.5,,PUNTA,1,USATO,PUNTE2,
,TUNGLOY,PUNTA METALLO DURO TD650 1150MDI,D11.5,,PUNTA,1,USATO,PUNTE2,
BRCL00981C,FIMU,FRESA DIAMANTATA D6,D6,2720258,FRESA,10,NUOVO,CASS.SPARKWING,
BRCL01508C,FIMU,CARMEX FRESA A FILETTARE D4.7,D4.7 X 0.8 ISO,24692,FRESA A FILETTARE,1,NUOVO,FRESA METALLI1,
BRCL00701C,FIMU,GUHRING MASCHIO M14 X 1.5,D14 X1.5,PM HSS-E 23154956,MASCHIO,5,NUOVO,MASCHI,
,HOFFMAN,SPPW PUNTA CRESTA DI GALLO D8,D8X37,731 180 0800HC,PUNTA,5,NUOVO,PUNTE3,
,FIMU,"HUFSCHMIED PUNTA D1=3,2 D2=4H6",D1=3.2 D2=4H6,FB1625032-S001,PUNTA,1,NUOVO,PUNTE1,
BRCL01525C,RAFF,VARGUS FRESA A FILETTARE D3.9 X0.8,D3.9 X0.8,104-00010,FRESA A FILETTARE,3,NUOVO,CASS.JANUS,
BRCL01524C,RAFF,VARGUS FRESA A FILETTARE M4,M4,104-00352,FRESA A FILETTARE,3,NUOVO,CASS.JANUS,
BRCL01529C,HOFFMAN,GARANT FRESA SFERICA HMI D2,D2,207 106-2,FRESA,5,NUOVO,DIAMANTATE 1,
BRCL01528C,HOFFMAN,GARANT FRESA SFERICA HMI D1,D1,207 106-1,FRESA,5,NUOVO,CASS.DUCATI 27,
BRCL01528C,HOFFMAN,GARANT FRESA SFERICA RIVESTITA D4,D4,207072 4,FRESA ,4,NUOVO,CASS.DUCATI 27,
BRCL01227C,HOFFMAN,GARANT FRESA DA SGROSSATURA RIVESTITA D10,D10,205275 10,FRESA,1,NUOVO,CASS.DUCATI 27,
BRCL01526C,HOFFMAN,GARANT FRESA SFERICA D8 HMI,D8,209781 8,FRESA,0,NUOVO,DIAMANTATE 1,
BRCL00192C,HOFFMAN,GARANT FRESA D10,D10,202272,FRESA,2,NUOVO,FRESA METALLI 1,
BRCL01018C,CERATIZIT,PUNTA DIAMANTATA D8.2,D8.2,11 702 08200,PUNTA,2,NUOVO,CASS.IR27,
BRCL01510C,CARMEX,CARMEX FRESA A FILETTARE D6,D6 PASSO1,MT604 C14 1.0ISO,FRESA A FILETTARE,2,NUOVO,CASS.JANUS,
BRCL01508C,CARMEX,CARMEX FRESA A FILETTARE PASSO 0.8,D6 PASSO0.8,MT604 C13 0.8ISO,FRESA A FILETTARE,2,NUOVO,CASS.JANUS,
BRCL01531C,HOFFMAN,HST FRESA DA KEVLAR D4 X14X50,D4,ZS5999-24299,FRESA,2,NUOVO,FRESA METALLI1,
BRCL01535C,HOFFMAN,GARANT FRESA DIAMANTATA D16,D16,209548 16,FRESA,14,NUOVO,CASS.SPARKWING,
BRCL01185C,HOFFMAN,PUNTE GARANT D1.6 SPARK,D1.6,114550 1.6,PUNTA,184,NUOVO,CASS.SPARKWING,
BRCL01536C,RAFF,HARTNER PUNTA LUNGA D6,D6,86509-6.000,PUNTA,1,NUOVO,CASS.ALESSANDRO,
,RAFF,KARNASCH PUNTA CRESTA DI GALLO D8,D8,,PUNTA,1,USATO,PUNTE3,
         BRCL01537C  ,HOFFMAN,GARANT MICROFRESA TOROIDALE HMI D1.5X10 R1,D1.5,209726 1.5X10,FRESA,1,NUOVO,CASS.WASS,
         BRCL01548C,HOFFMAN,YAMAWA MASCHIO M8X1.25 2.5P,M8,SP 371 ISO2,MASCHIO,5,NUOVO,MASCHI,
BRCL00980C,FIMU,GHURING FRESE D12 R05 MD ,D12 R05,K/P 23816466,FRESA,1,NUOVO,FRESA METALLI1,
BRCL01522C,MECHATRONICS,VENTOLE CAMERA CALDA PORK,24V,B1232H24B,VENTOLA,4,NUOVO,PANCIA PORK,
BRCL01557C,RAFF,SIMTEK INSERTI FRESA W45,P06.4545.02.10,P06.4545.02.10,INSERTI FRESA,10,NUOVO,CASS.ALESSANDRO,
